rank,word,count,occurrence_percentage,cumulative_percentage
14033,"infinita",1417,0.00034288,95.56627756
14034,"abandones",1417,0.00034288,95.56662044
14035,"wood",1417,0.00034288,95.56696332
14036,"expliqué",1416,0.00034264,95.56730596
14037,"estaca",1416,0.00034264,95.56764860
14038,"manejas",1416,0.00034264,95.56799124
14039,"cubos",1416,0.00034264,95.56833387
14040,"múltiple",1416,0.00034264,95.56867651
14041,"pietro",1416,0.00034264,95.56901915
14042,"inmobiliario",1416,0.00034264,95.56936179
14043,"ee.uu",1416,0.00034264,95.56970443
14044,"colectivo",1416,0.00034264,95.57004707
14045,"despejada",1416,0.00034264,95.57038970
14046,"agárralo",1415,0.00034240,95.57073210
14047,"lavarte",1415,0.00034240,95.57107450
14048,"míranos",1415,0.00034240,95.57141689
14049,"prestigio",1415,0.00034240,95.57175929
14050,"cause",1415,0.00034240,95.57210168
14051,"marchen",1415,0.00034240,95.57244408
14052,"intriga",1415,0.00034240,95.57278648
14053,"cambiemos",1415,0.00034240,95.57312887
14054,"marsh",1414,0.00034215,95.57347103
14055,"convertirlo",1414,0.00034215,95.57381318
14056,"doc.",1414,0.00034215,95.57415533
14057,"dodge",1413,0.00034191,95.57449725
14058,"mangas",1413,0.00034191,95.57483916
14059,"arjun",1413,0.00034191,95.57518107
14060,"babor",1413,0.00034191,95.57552298
14061,"amarillas",1413,0.00034191,95.57586490
14062,"primitivo",1413,0.00034191,95.57620681
14063,"envenenamiento",1413,0.00034191,95.57654872
14064,"terrenos",1413,0.00034191,95.57689063
14065,"librado",1412,0.00034167,95.57723230
14066,"verdades",1412,0.00034167,95.57757397
14067,"cambiara",1412,0.00034167,95.57791564
14068,"liberó",1411,0.00034143,95.57825707
14069,"gustarte",1411,0.00034143,95.57859850
14070,"acuesto",1411,0.00034143,95.57893993
14071,"impresiona",1411,0.00034143,95.57928135
14072,"gino",1411,0.00034143,95.57962278
14073,"alfonso",1411,0.00034143,95.57996421
14074,"famosas",1410,0.00034119,95.58030540
14075,"salvarlos",1410,0.00034119,95.58064658
14076,"dad",1410,0.00034119,95.58098777
14077,"recinto",1410,0.00034119,95.58132896
14078,"mosquitos",1409,0.00034094,95.58166990
14079,"enganchado",1409,0.00034094,95.58201084
14080,"bbc",1409,0.00034094,95.58235179
14081,"jj",1408,0.00034070,95.58269249
14082,"fleming",1408,0.00034070,95.58303319
14083,"recuérdalo",1408,0.00034070,95.58337390
14084,"johan",1408,0.00034070,95.58371460
14085,"golpeas",1407,0.00034046,95.58405506
14086,"inspectora",1407,0.00034046,95.58439552
14087,"reía",1407,0.00034046,95.58473598
14088,"mentalidad",1407,0.00034046,95.58507644
14089,"enloquecer",1407,0.00034046,95.58541690
14090,"palestina",1407,0.00034046,95.58575736
14091,"ametralladora",1407,0.00034046,95.58609782
14092,"costos",1407,0.00034046,95.58643828
14093,"prohíbe",1407,0.00034046,95.58677874
14094,"chow",1407,0.00034046,95.58711920
14095,"spence",1406,0.00034022,95.58745942
14096,"interrumpido",1406,0.00034022,95.58779964
14097,"tokyo",1406,0.00034022,95.58813986
14098,"ip",1406,0.00034022,95.58848007
14099,"flanco",1406,0.00034022,95.58882029
14100,"amistosa",1406,0.00034022,95.58916051
14101,"envíame",1405,0.00033998,95.58950049
14102,"tardó",1405,0.00033998,95.58984046
14103,"xander",1405,0.00033998,95.59018044
14104,"albóndigas",1405,0.00033998,95.59052042
14105,"ca",1405,0.00033998,95.59086039
14106,"contará",1405,0.00033998,95.59120037
14107,"explicártelo",1405,0.00033998,95.59154035
14108,"tiramos",1405,0.00033998,95.59188032
14109,"noreste",1405,0.00033998,95.59222030
14110,"serial",1404,0.00033973,95.59256003
14111,"abdominales",1404,0.00033973,95.59289977
14112,"pertenecer",1404,0.00033973,95.59323950
14113,"ernesto",1404,0.00033973,95.59357924
14114,"wisconsin",1404,0.00033973,95.59391897
14115,"eliot",1404,0.00033973,95.59425870
14116,"kyung",1404,0.00033973,95.59459844
14117,"enormemente",1404,0.00033973,95.59493817
14118,"rubias",1404,0.00033973,95.59527791
14119,"devuelves",1404,0.00033973,95.59561764
14120,"continuaremos",1403,0.00033949,95.59595713
14121,"acerqué",1403,0.00033949,95.59629663
14122,"valdrá",1403,0.00033949,95.59663612
14123,"diriges",1402,0.00033925,95.59697537
14124,"patrimonio",1402,0.00033925,95.59731462
14125,"inundación",1402,0.00033925,95.59765387
14126,"rondando",1402,0.00033925,95.59799312
14127,"manden",1402,0.00033925,95.59833237
14128,"comentar",1402,0.00033925,95.59867162
14129,"destruya",1402,0.00033925,95.59901087
14130,"redacción",1402,0.00033925,95.59935012
14131,"encarcelado",1401,0.00033901,95.59968913
14132,"llamarse",1401,0.00033901,95.60002814
14133,"recompensas",1401,0.00033901,95.60036715
14134,"christie",1401,0.00033901,95.60070616
14135,"fío",1401,0.00033901,95.60104516
14136,"acerco",1401,0.00033901,95.60138417
14137,"succión",1401,0.00033901,95.60172318
14138,"cleopatra",1401,0.00033901,95.60206219
14139,"pedirá",1400,0.00033877,95.60240096
14140,"raven",1400,0.00033877,95.60273972
14141,"destinada",1400,0.00033877,95.60307849
14142,"pulgada",1400,0.00033877,95.60341726
14143,"dolido",1400,0.00033877,95.60375602
14144,"imaginario",1399,0.00033852,95.60409455
14145,"especias",1399,0.00033852,95.60443307
14146,"maryland",1399,0.00033852,95.60477160
14147,"vayáis",1399,0.00033852,95.60511012
14148,"cairo",1399,0.00033852,95.60544864
14149,"apostando",1399,0.00033852,95.60578717
14150,"empire",1398,0.00033828,95.60612545
14151,"empezara",1398,0.00033828,95.60646373
14152,"vigile",1397,0.00033804,95.60680177
14153,"transparente",1397,0.00033804,95.60713981
14154,"directos",1397,0.00033804,95.60747786
14155,"iniciado",1397,0.00033804,95.60781590
14156,"bombay",1397,0.00033804,95.60815394
14157,"supieron",1397,0.00033804,95.60849198
14158,"influencias",1397,0.00033804,95.60883002
14159,"plenamente",1397,0.00033804,95.60916806
14160,"pesetas",1397,0.00033804,95.60950610
14161,"express",1397,0.00033804,95.60984414
14162,"sufra",1397,0.00033804,95.61018218
14163,"chiquilla",1397,0.00033804,95.61052022
14164,"incluida",1397,0.00033804,95.61085826
14165,"consideras",1397,0.00033804,95.61119630
14166,"telefónicos",1397,0.00033804,95.61153434
14167,"carroza",1397,0.00033804,95.61187238
14168,"propones",1397,0.00033804,95.61221042
14169,"reinado",1397,0.00033804,95.61254846
14170,"cartuchos",1396,0.00033780,95.61288626
14171,"búnker",1396,0.00033780,95.61322406
14172,"muevete",1396,0.00033780,95.61356186
14173,"espiral",1396,0.00033780,95.61389966
14174,"respondí",1396,0.00033780,95.61423746
14175,"malinterpretes",1396,0.00033780,95.61457525
14176,"soplo",1396,0.00033780,95.61491305
14177,"ardillas",1396,0.00033780,95.61525085
14178,"librarme",1396,0.00033780,95.61558865
14179,"inesperada",1395,0.00033756,95.61592621
14180,"simulación",1395,0.00033756,95.61626376
14181,"vinagre",1395,0.00033756,95.61660132
14182,"contártelo",1395,0.00033756,95.61693888
14183,"len",1395,0.00033756,95.61727643
14184,"neumonía",1395,0.00033756,95.61761399
14185,"ahmed",1395,0.00033756,95.61795155
14186,"concentrarse",1395,0.00033756,95.61828910
14187,"cece",1394,0.00033731,95.61862642
14188,"rompas",1394,0.00033731,95.61896373
14189,"bird",1394,0.00033731,95.61930105
14190,"encargar",1394,0.00033731,95.61963836
14191,"crowley",1394,0.00033731,95.61997568
14192,"rotación",1394,0.00033731,95.62031299
14193,"cojan",1394,0.00033731,95.62065031
14194,"temores",1393,0.00033707,95.62098738
14195,"aterrizó",1393,0.00033707,95.62132445
14196,"rió",1393,0.00033707,95.62166152
14197,"guardó",1393,0.00033707,95.62199860
14198,"tell",1393,0.00033707,95.62233567
14199,"desconectado",1393,0.00033707,95.62267274
14200,"patines",1392,0.00033683,95.62300957
14201,"grabadora",1392,0.00033683,95.62334640
14202,"nobel",1392,0.00033683,95.62368323
14203,"convencerte",1391,0.00033659,95.62401982
14204,"ingrediente",1391,0.00033659,95.62435641
14205,"animar",1391,0.00033659,95.62469300
14206,"invisibles",1391,0.00033659,95.62502959
14207,"marcó",1391,0.00033659,95.62536618
14208,"electoral",1391,0.00033659,95.62570276
14209,"bollos",1391,0.00033659,95.62603935
14210,"winter",1390,0.00033635,95.62637570
14211,"cómics",1390,0.00033635,95.62671205
14212,"afecte",1390,0.00033635,95.62704839
14213,"temprana",1390,0.00033635,95.62738474
14214,"islam",1390,0.00033635,95.62772109
14215,"posesiones",1390,0.00033635,95.62805743
14216,"chavales",1390,0.00033635,95.62839378
14217,"impactante",1390,0.00033635,95.62873013
14218,"castaño",1390,0.00033635,95.62906647
14219,"merodeando",1390,0.00033635,95.62940282
14220,"salvatore",1390,0.00033635,95.62973917
14221,"cambiarse",1389,0.00033610,95.63007527
14222,"pagues",1389,0.00033610,95.63041138
14223,"zeke",1389,0.00033610,95.63074748
14224,"devuelvan",1389,0.00033610,95.63108359
14225,"perdones",1388,0.00033586,95.63141945
14226,"cursos",1388,0.00033586,95.63175531
14227,"conocidas",1388,0.00033586,95.63209117
14228,"linaje",1388,0.00033586,95.63242704
14229,"informaré",1388,0.00033586,95.63276290
14230,"coqueteando",1388,0.00033586,95.63309876
14231,"extorsión",1387,0.00033562,95.63343438
14232,"afectada",1387,0.00033562,95.63377000
14233,"raramente",1387,0.00033562,95.63410563
14234,"gráfico",1387,0.00033562,95.63444125
14235,"pérez",1387,0.00033562,95.63477687
14236,"soluciones",1387,0.00033562,95.63511249
14237,"aventón",1387,0.00033562,95.63544811
14238,"informada",1387,0.00033562,95.63578373
14239,"tibia",1386,0.00033538,95.63611911
14240,"masters",1386,0.00033538,95.63645449
14241,"pillas",1386,0.00033538,95.63678987
14242,"frena",1386,0.00033538,95.63712524
14243,"jennings",1386,0.00033538,95.63746062
14244,"arrancado",1386,0.00033538,95.63779600
14245,"secas",1386,0.00033538,95.63813138
14246,"observen",1386,0.00033538,95.63846676
14247,"pretexto",1386,0.00033538,95.63880214
14248,"paralelo",1386,0.00033538,95.63913752
14249,"complot",1386,0.00033538,95.63947290
14250,"pegada",1386,0.00033538,95.63980827
14251,"resolveremos",1385,0.00033514,95.64014341
14252,"torcido",1385,0.00033514,95.64047855
14253,"kitt",1385,0.00033514,95.64081368
14254,"nómina",1385,0.00033514,95.64114882
14255,"refrescos",1385,0.00033514,95.64148396
14256,"porquerías",1384,0.00033489,95.64181885
14257,"díaz",1384,0.00033489,95.64215375
14258,"inquilino",1384,0.00033489,95.64248864
14259,"iraq",1384,0.00033489,95.64282354
14260,"entiendan",1384,0.00033489,95.64315843
14261,"mandamos",1384,0.00033489,95.64349333
14262,"oigas",1384,0.00033489,95.64382822
14263,"expulsión",1383,0.00033465,95.64416288
14264,"fusil",1383,0.00033465,95.64449753
14265,"margot",1383,0.00033465,95.64483218
14266,"terminarás",1383,0.00033465,95.64516683
14267,"aprendimos",1383,0.00033465,95.64550149
14268,"intestino",1383,0.00033465,95.64583614
14269,"estimulante",1383,0.00033465,95.64617079
14270,"shiva",1383,0.00033465,95.64650545
14271,"nova",1383,0.00033465,95.64684010
14272,"igor",1382,0.00033441,95.64717451
14273,"enteros",1382,0.00033441,95.64750892
14274,"invitamos",1382,0.00033441,95.64784333
14275,"polacos",1382,0.00033441,95.64817774
14276,"encendió",1382,0.00033441,95.64851215
14277,"esquema",1381,0.00033417,95.64884632
14278,"amenazar",1381,0.00033417,95.64918049
14279,"faz",1381,0.00033417,95.64951466
14280,"amazonas",1381,0.00033417,95.64984883
14281,"diviertas",1381,0.00033417,95.65018300
14282,"totalidad",1381,0.00033417,95.65051717
14283,"denunció",1381,0.00033417,95.65085134
14284,"olvidarás",1381,0.00033417,95.65118550
14285,"tranvía",1380,0.00033393,95.65151943
14286,"nicola",1380,0.00033393,95.65185336
14287,"cox",1380,0.00033393,95.65218728
14288,"negociando",1380,0.00033393,95.65252121
14289,"garantías",1380,0.00033393,95.65285514
14290,"maldicion",1380,0.00033393,95.65318907
14291,"detenida",1380,0.00033393,95.65352299
14292,"tenerle",1380,0.00033393,95.65385692
14293,"lastime",1379,0.00033368,95.65419060
14294,"decker",1379,0.00033368,95.65452429
14295,"inquietante",1379,0.00033368,95.65485797
14296,"regalar",1379,0.00033368,95.65519166
14297,"salvarse",1379,0.00033368,95.65552534
14298,"tranquilas",1379,0.00033368,95.65585903
14299,"contrata",1378,0.00033344,95.65619247
14300,"escondernos",1378,0.00033344,95.65652592
14301,"encontraran",1378,0.00033344,95.65685936
14302,"center",1378,0.00033344,95.65719280
14303,"submarinos",1378,0.00033344,95.65752624
14304,"acertijo",1378,0.00033344,95.65785969
14305,"reconfortante",1378,0.00033344,95.65819313
14306,"recogerme",1378,0.00033344,95.65852657
14307,"tendras",1378,0.00033344,95.65886002
14308,"besas",1378,0.00033344,95.65919346
14309,"psicológica",1377,0.00033320,95.65952666
14310,"vladimir",1377,0.00033320,95.65985986
14311,"chanel",1377,0.00033320,95.66019306
14312,"tirarme",1377,0.00033320,95.66052626
14313,"sartén",1377,0.00033320,95.66085946
14314,"sheridan",1376,0.00033296,95.66119242
14315,"rand",1376,0.00033296,95.66152538
14316,"echarlo",1376,0.00033296,95.66185834
14317,"accionistas",1376,0.00033296,95.66219130
14318,"bromees",1376,0.00033296,95.66252426
14319,"cash",1376,0.00033296,95.66285722
14320,"molestará",1376,0.00033296,95.66319018
14321,"bisturí",1376,0.00033296,95.66352314
14322,"aguantando",1375,0.00033272,95.66385585
14323,"shhh",1375,0.00033272,95.66418857
14324,"transportador",1375,0.00033272,95.66452129
14325,"costera",1375,0.00033272,95.66485400
14326,"snow",1375,0.00033272,95.66518672
14327,"agradecerles",1375,0.00033272,95.66551944
14328,"insultar",1375,0.00033272,95.66585216
14329,"e-mails",1375,0.00033272,95.66618487
14330,"bendecido",1375,0.00033272,95.66651759
14331,"pipí",1375,0.00033272,95.66685031
14332,"sucesor",1375,0.00033272,95.66718302
14333,"brillando",1374,0.00033248,95.66751550
14334,"verso",1374,0.00033248,95.66784797
14335,"ángulos",1374,0.00033248,95.66818045
14336,"demócratas",1374,0.00033248,95.66851292
14337,"eléctricos",1374,0.00033248,95.66884540
14338,"portador",1374,0.00033248,95.66917787
14339,"lunas",1374,0.00033248,95.66951035
14340,"echaremos",1374,0.00033248,95.66984282
14341,"verguenza",1374,0.00033248,95.67017530
14342,"encuesta",1374,0.00033248,95.67050778
14343,"marcharnos",1374,0.00033248,95.67084025
14344,"escolares",1374,0.00033248,95.67117273
14345,"aceptaste",1374,0.00033248,95.67150520
14346,"empapado",1374,0.00033248,95.67183768
14347,"asumí",1373,0.00033223,95.67216991
14348,"culparme",1373,0.00033223,95.67250214
14349,"bájala",1373,0.00033223,95.67283437
14350,"eliza",1373,0.00033223,95.67316661
14351,"básicos",1373,0.00033223,95.67349884
14352,"dead",1373,0.00033223,95.67383107
14353,"llenando",1373,0.00033223,95.67416331
14354,"hetty",1372,0.00033199,95.67449530
14355,"atraparé",1372,0.00033199,95.67482729
14356,"engreído",1372,0.00033199,95.67515928
14357,"meteorito",1372,0.00033199,95.67549127
14358,"cerillas",1372,0.00033199,95.67582326
14359,"discutiremos",1372,0.00033199,95.67615525
14360,"conducción",1372,0.00033199,95.67648725
14361,"desarrollando",1372,0.00033199,95.67681924
14362,"postales",1372,0.00033199,95.67715123
14363,"aburre",1371,0.00033175,95.67748298
14364,"lamentar",1371,0.00033175,95.67781473
14365,"unirnos",1371,0.00033175,95.67814647
14366,"genera",1371,0.00033175,95.67847822
14367,"escorpión",1371,0.00033175,95.67880997
14368,"margo",1370,0.00033151,95.67914148
14369,"champú",1370,0.00033151,95.67947299
14370,"escucharé",1370,0.00033151,95.67980449
14371,"zombies",1370,0.00033151,95.68013600
14372,"transforma",1369,0.00033127,95.68046727
14373,"muñecos",1369,0.00033127,95.68079853
14374,"vs",1369,0.00033127,95.68112980
14375,"hodgins",1369,0.00033127,95.68146106
14376,"robas",1369,0.00033127,95.68179233
14377,"hopkins",1369,0.00033127,95.68212359
14378,"decidme",1369,0.00033127,95.68245486
14379,"provocando",1369,0.00033127,95.68278612
14380,"mai",1368,0.00033102,95.68311715
14381,"enloqueciendo",1368,0.00033102,95.68344817
14382,"camelot",1368,0.00033102,95.68377919
14383,"mundiales",1368,0.00033102,95.68411022
14384,"kiki",1368,0.00033102,95.68444124
14385,"delegación",1368,0.00033102,95.68477226
14386,"ansiosos",1367,0.00033078,95.68510304
14387,"recogerte",1367,0.00033078,95.68543383
14388,"area",1367,0.00033078,95.68576461
14389,"consistente",1367,0.00033078,95.68609539
14390,"mediados",1367,0.00033078,95.68642617
14391,"cantina",1367,0.00033078,95.68675695
14392,"acompañará",1366,0.00033054,95.68708749
14393,"indefenso",1366,0.00033054,95.68741803
14394,"salada",1366,0.00033054,95.68774857
14395,"acompañas",1366,0.00033054,95.68807911
14396,"reverencia",1366,0.00033054,95.68840965
14397,"razonar",1366,0.00033054,95.68874019
14398,"descubran",1366,0.00033054,95.68907073
14399,"round",1365,0.00033030,95.68940102
14400,"ticket",1365,0.00033030,95.68973132
14401,"lechuga",1365,0.00033030,95.69006162
14402,"excesivo",1365,0.00033030,95.69039191
14403,"hanson",1365,0.00033030,95.69072221
14404,"egipcios",1365,0.00033030,95.69105251
14405,"portugal",1365,0.00033030,95.69138281
14406,"lennox",1365,0.00033030,95.69171310
14407,"virtudes",1365,0.00033030,95.69204340
14408,"ancla",1365,0.00033030,95.69237370
14409,"viajó",1364,0.00033006,95.69270375
14410,"dote",1364,0.00033006,95.69303381
14411,"policias",1364,0.00033006,95.69336386
14412,"borra",1364,0.00033006,95.69369392
14413,"bertie",1364,0.00033006,95.69402397
14414,"probó",1364,0.00033006,95.69435403
14415,"pozos",1364,0.00033006,95.69468409
14416,"fascistas",1364,0.00033006,95.69501414
14417,"xavier",1364,0.00033006,95.69534420
14418,"bulto",1364,0.00033006,95.69567425
14419,"volamos",1364,0.00033006,95.69600431
14420,"swat",1363,0.00032981,95.69633412
14421,"intentara",1363,0.00032981,95.69666393
14422,"competidores",1363,0.00032981,95.69699375
14423,"caldera",1363,0.00032981,95.69732356
14424,"callados",1363,0.00032981,95.69765337
14425,"costura",1362,0.00032957,95.69798294
14426,"rosado",1362,0.00032957,95.69831252
14427,"adquirir",1362,0.00032957,95.69864209
14428,"sueltas",1362,0.00032957,95.69897166
14429,"fé",1362,0.00032957,95.69930123
14430,"introducción",1362,0.00032957,95.69963080
14431,"rosemary",1362,0.00032957,95.69996037
14432,"ofende",1362,0.00032957,95.70028994
14433,"pegaste",1361,0.00032933,95.70061927
14434,"mustang",1361,0.00032933,95.70094860
14435,"preparan",1361,0.00032933,95.70127793
14436,"mármol",1361,0.00032933,95.70160726
14437,"huyeron",1361,0.00032933,95.70193659
14438,"temple",1361,0.00032933,95.70226592
14439,"costoso",1361,0.00032933,95.70259525
14440,"winchester",1360,0.00032909,95.70292434
14441,"relajante",1360,0.00032909,95.70325343
14442,"demócrata",1360,0.00032909,95.70358251
14443,"averiguaste",1360,0.00032909,95.70391160
14444,"enfrentado",1360,0.00032909,95.70424069
14445,"resultará",1360,0.00032909,95.70456977
14446,"mírale",1360,0.00032909,95.70489886
14447,"esmeralda",1360,0.00032909,95.70522795
14448,"formó",1360,0.00032909,95.70555704
14449,"señuelo",1360,0.00032909,95.70588612
14450,"huida",1360,0.00032909,95.70621521
14451,"siberia",1359,0.00032885,95.70654406
14452,"traerlos",1359,0.00032885,95.70687290
14453,"pidan",1359,0.00032885,95.70720175
14454,"llevada",1359,0.00032885,95.70753059
14455,"perdición",1359,0.00032885,95.70785944
14456,"zen",1359,0.00032885,95.70818828
14457,"moralidad",1359,0.00032885,95.70851713
14458,"decidirá",1359,0.00032885,95.70884598
14459,"reformatorio",1359,0.00032885,95.70917482
14460,"corremos",1359,0.00032885,95.70950367
14461,"sacramento",1359,0.00032885,95.70983251
14462,"humildad",1358,0.00032860,95.71016112
14463,"yegua",1358,0.00032860,95.71048972
14464,"butters",1358,0.00032860,95.71081832
14465,"compraría",1358,0.00032860,95.71114693
14466,"tratemos",1358,0.00032860,95.71147553
14467,"shore",1358,0.00032860,95.71180413
14468,"supiese",1357,0.00032836,95.71213249
14469,"lejana",1357,0.00032836,95.71246086
14470,"pequeñito",1357,0.00032836,95.71278922
14471,"zanja",1357,0.00032836,95.71311758
14472,"mayonesa",1357,0.00032836,95.71344594
14473,"violando",1357,0.00032836,95.71377430
14474,"concentrarte",1357,0.00032836,95.71410266
14475,"aburridas",1357,0.00032836,95.71443102
14476,"psiquiatría",1356,0.00032812,95.71475914
14477,"ambiciones",1356,0.00032812,95.71508726
14478,"hijita",1356,0.00032812,95.71541538
14479,"callaos",1356,0.00032812,95.71574350
14480,"plástica",1356,0.00032812,95.71607162
14481,"retrasar",1356,0.00032812,95.71639974
14482,"crei",1356,0.00032812,95.71672786
14483,"plateado",1356,0.00032812,95.71705598
14484,"contienen",1356,0.00032812,95.71738410
14485,"internas",1355,0.00032788,95.71771198
14486,"graciosos",1355,0.00032788,95.71803986
14487,"avergüenzo",1355,0.00032788,95.71836773
14488,"erais",1355,0.00032788,95.71869561
14489,"guisantes",1355,0.00032788,95.71902349
14490,"actualización",1354,0.00032764,95.71935112
14491,"arrastrando",1354,0.00032764,95.71967876
14492,"subconsciente",1354,0.00032764,95.72000639
14493,"comprensivo",1354,0.00032764,95.72033403
14494,"darrin",1354,0.00032764,95.72066167
14495,"propuesto",1354,0.00032764,95.72098930
14496,"cazadora",1353,0.00032739,95.72131669
14497,"o.",1353,0.00032739,95.72164409
14498,"revuelta",1353,0.00032739,95.72197148
14499,"magnética",1353,0.00032739,95.72229888
14500,"gotham",1353,0.00032739,95.72262627
14501,"non",1353,0.00032739,95.72295366
14502,"especialistas",1353,0.00032739,95.72328106
14503,"vegetariano",1353,0.00032739,95.72360845
14504,"programada",1353,0.00032739,95.72393584
14505,"caluroso",1353,0.00032739,95.72426324
14506,"compraremos",1353,0.00032739,95.72459063
14507,"amarillos",1353,0.00032739,95.72491802
14508,"animación",1352,0.00032715,95.72524518
14509,"acres",1352,0.00032715,95.72557233
14510,"castigados",1352,0.00032715,95.72589948
14511,"externa",1352,0.00032715,95.72622663
14512,"ganga",1352,0.00032715,95.72655378
14513,"lámparas",1352,0.00032715,95.72688093
14514,"bloquea",1352,0.00032715,95.72720809
14515,"carver",1352,0.00032715,95.72753524
14516,"tranquilícese",1352,0.00032715,95.72786239
14517,"consideraba",1352,0.00032715,95.72818954
14518,"niñito",1352,0.00032715,95.72851669
14519,"comenzaste",1352,0.00032715,95.72884384
14520,"compren",1352,0.00032715,95.72917100
14521,"cuelgues",1351,0.00032691,95.72949790
14522,"protegen",1351,0.00032691,95.72982481
14523,"playboy",1351,0.00032691,95.73015172
14524,"corruptos",1351,0.00032691,95.73047863
14525,"demostrarle",1351,0.00032691,95.73080554
14526,"intentaría",1351,0.00032691,95.73113245
14527,"lucho",1351,0.00032691,95.73145936
14528,"liberen",1350,0.00032667,95.73178603
14529,"ascender",1350,0.00032667,95.73211270
14530,"reclutas",1350,0.00032667,95.73243937
14531,"cojas",1350,0.00032667,95.73276603
14532,"encuestas",1350,0.00032667,95.73309270
14533,"melvin",1350,0.00032667,95.73341937
14534,"tristemente",1350,0.00032667,95.73374604
14535,"baseball",1350,0.00032667,95.73407270
14536,"ping",1349,0.00032643,95.73439913
14537,"esteban",1349,0.00032643,95.73472556
14538,"siéntete",1349,0.00032643,95.73505198
14539,"paseos",1349,0.00032643,95.73537841
14540,"interesaría",1349,0.00032643,95.73570483
14541,"meyer",1349,0.00032643,95.73603126
14542,"extrañaba",1348,0.00032618,95.73635744
14543,"intestinos",1348,0.00032618,95.73668363
14544,"investigamos",1348,0.00032618,95.73700981
14545,"cumplida",1348,0.00032618,95.73733599
14546,"mareada",1348,0.00032618,95.73766218
14547,"haciéndole",1348,0.00032618,95.73798836
14548,"gordito",1348,0.00032618,95.73831454
14549,"tornillo",1348,0.00032618,95.73864073
14550,"apreciamos",1348,0.00032618,95.73896691
14551,"rogar",1348,0.00032618,95.73929309
14552,"orgía",1347,0.00032594,95.73961904
14553,"picard",1347,0.00032594,95.73994498
14554,"mordisco",1347,0.00032594,95.74027092
14555,"tratará",1347,0.00032594,95.74059686
14556,"terciopelo",1347,0.00032594,95.74092280
14557,"apollo",1346,0.00032570,95.74124850
14558,"orar",1346,0.00032570,95.74157420
14559,"over",1346,0.00032570,95.74189990
14560,"actuaba",1346,0.00032570,95.74222560
14561,"roxy",1346,0.00032570,95.74255130
14562,"llenado",1346,0.00032570,95.74287700
14563,"roberta",1346,0.00032570,95.74320270
14564,"rechazada",1346,0.00032570,95.74352840
14565,"revolver",1345,0.00032546,95.74385386
14566,"cordura",1345,0.00032546,95.74417932
14567,"prefería",1345,0.00032546,95.74450477
14568,"razas",1345,0.00032546,95.74483023
14569,"coste",1345,0.00032546,95.74515569
14570,"elimina",1345,0.00032546,95.74548115
14571,"cangrejos",1345,0.00032546,95.74580661
14572,"cógela",1345,0.00032546,95.74613206
14573,"encantos",1345,0.00032546,95.74645752
14574,"colisión",1345,0.00032546,95.74678298
14575,"verles",1345,0.00032546,95.74710844
14576,"explote",1344,0.00032522,95.74743365
14577,"babylon",1344,0.00032522,95.74775887
14578,"firmo",1344,0.00032522,95.74808408
14579,"mienta",1344,0.00032522,95.74840930
14580,"abusar",1344,0.00032522,95.74873452
14581,"floja",1344,0.00032522,95.74905973
14582,"olvidalo",1344,0.00032522,95.74938495
14583,"suplente",1343,0.00032497,95.74970992
14584,"pocilga",1343,0.00032497,95.75003490
14585,"ocultado",1343,0.00032497,95.75035987
14586,"siria",1343,0.00032497,95.75068484
14587,"imprimir",1343,0.00032497,95.75100982
14588,"salvaron",1343,0.00032497,95.75133479
14589,"eua",1342,0.00032473,95.75165952
14590,"terrence",1342,0.00032473,95.75198425
14591,"venderé",1342,0.00032473,95.75230899
14592,"cagando",1342,0.00032473,95.75263372
14593,"aula",1341,0.00032449,95.75295821
14594,"corporaciones",1341,0.00032449,95.75328270
14595,"atreven",1341,0.00032449,95.75360719
14596,"emociona",1341,0.00032449,95.75393168
14597,"ryder",1341,0.00032449,95.75425617
14598,"presté",1341,0.00032449,95.75458066
14599,"espléndida",1341,0.00032449,95.75490515
14600,"comería",1341,0.00032449,95.75522964
14601,"feto",1340,0.00032425,95.75555388
14602,"suspender",1340,0.00032425,95.75587813
14603,"enfado",1340,0.00032425,95.75620238
14604,"traernos",1340,0.00032425,95.75652663
14605,"cortamos",1340,0.00032425,95.75685088
14606,"copiar",1340,0.00032425,95.75717512
14607,"robbins",1340,0.00032425,95.75749937
14608,"wan",1340,0.00032425,95.75782362
14609,"llore",1339,0.00032401,95.75814763
14610,"frenar",1339,0.00032401,95.75847163
14611,"saturno",1339,0.00032401,95.75879564
14612,"eliminados",1339,0.00032401,95.75911964
14613,"pedirlo",1339,0.00032401,95.75944365
14614,"ocasionalmente",1339,0.00032401,95.75976766
14615,"inmoral",1339,0.00032401,95.76009166
14616,"soltado",1338,0.00032376,95.76041543
14617,"financiar",1338,0.00032376,95.76073919
14618,"sabotaje",1338,0.00032376,95.76106295
14619,"carril",1338,0.00032376,95.76138672
14620,"romero",1338,0.00032376,95.76171048
14621,"borrador",1338,0.00032376,95.76203425
14622,"maura",1338,0.00032376,95.76235801
14623,"atrajo",1338,0.00032376,95.76268177
14624,"colas",1338,0.00032376,95.76300554
14625,"buscándolo",1338,0.00032376,95.76332930
14626,"imagínese",1337,0.00032352,95.76365282
14627,"duela",1337,0.00032352,95.76397635
14628,"ignorando",1337,0.00032352,95.76429987
14629,"cuchilla",1337,0.00032352,95.76462339
14630,"apuntas",1337,0.00032352,95.76494691
