rank,word,count,occurrence_percentage,cumulative_percentage
1,"ich",5890279,3.88270942,3.88270942
2,"sie",3806767,2.50931579,6.39202521
3,"das",3122198,2.05806679,8.45009199
4,"ist",3025610,1.99439864,10.44449064
5,"du",2947020,1.94259428,12.38708492
6,"nicht",2756783,1.81719530,14.20428022
7,"die",2484854,1.63794721,15.84222743
8,"es",2303025,1.51809055,17.36031797
9,"und",2289891,1.50943297,18.86975095
10,"der",1726001,1.13773224,20.00748319
11,"wir",1721620,1.13484441,21.14232760
12,"was",1696010,1.11796300,22.26029060
13,"zu",1424706,0.93912689,23.19941749
14,"er",1352161,0.89130723,24.09072472
15,"ein",1315301,0.86701013,24.95773485
16,"in",1231372,0.81168645,25.76942131
17,"ja",1054114,0.69484287,26.46426417
18,"mir",1019451,0.67199398,27.13625815
19,"mit",1014541,0.66875744,27.80501559
20,"wie",928920,0.61231844,28.41733402
21,"den",920646,0.60686444,29.02419847
22,"mich",893076,0.58869106,29.61288953
23,"auf",881418,0.58100643,30.19389596
24,"dass",879520,0.57975532,30.77365128
25,"aber",854492,0.56325755,31.33690883
26,"eine",839485,0.55336535,31.89027419
27,"so",813903,0.53650240,32.42677659
28,"hat",799017,0.52668996,32.95346655
29,"hier",754243,0.49717618,33.45064273
30,"haben",742327,0.48932148,33.93996421
31,"für",735252,0.48465783,34.42462205
32,"sind",727078,0.47926976,34.90389181
33,"war",712337,0.46955290,35.37344470
34,"von",706490,0.46569872,35.83914342
35,"wenn",694462,0.45777019,36.29691361
36,"dich",688780,0.45402477,36.75093839
37,"ihr",655351,0.43198930,37.18292769
38,"nein",641479,0.42284526,37.60577295
39,"habe",636175,0.41934901,38.02512196
40,"an",627600,0.41369661,38.43881856
41,"bin",576589,0.38007156,38.81889013
42,"noch",572486,0.37736698,39.19625710
43,"nur",564245,0.37193474,39.56819184
44,"da",564244,0.37193408,39.94012592
45,"dir",554802,0.36571017,40.30583609
46,"sich",533395,0.35159927,40.65743536
47,"einen",532402,0.35094471,41.00838007
48,"uns",523604,0.34514531,41.35352538
49,"hast",511491,0.33716076,41.69068614
50,"dem",465044,0.30654418,41.99723032
51,"kann",461755,0.30437616,42.30160647
52,"gut",452726,0.29842449,42.60003096
53,"auch",449250,0.29613321,42.89616417
54,"schon",442343,0.29158030,43.18774447
55,"als",440490,0.29035886,43.47810333
56,"sein",440142,0.29012946,43.76823279
57,"mal",435631,0.28715594,44.05538873
58,"jetzt",435411,0.28701092,44.34239965
59,"ihn",435147,0.28683690,44.62923655
60,"dann",429424,0.28306445,44.91230100
61,"aus",425184,0.28026956,45.19257056
62,"meine",420280,0.27703698,45.46960754
63,"um",417759,0.27537521,45.74498275
64,"im",403737,0.26613229,46.01111504
65,"wird",394216,0.25985631,46.27097136
66,"mein",384765,0.25362647,46.52459783
67,"bist",381498,0.25147296,46.77607079
68,"doch",381456,0.25144527,47.02751606
69,"alles",366575,0.24163613,47.26915219
70,"weiß",357869,0.23589737,47.50504956
71,"keine",349315,0.23025881,47.73530837
72,"oder",341214,0.22491886,47.96022722
73,"nach",326208,0.21502731,48.17525454
74,"s",309957,0.20431510,48.37956964
75,"nichts",308672,0.20346807,48.58303771
76,"man",300922,0.19835948,48.78139719
77,"muss",295567,0.19482961,48.97622680
78,"werden",294676,0.19424229,49.17046909
79,"will",293445,0.19343085,49.36389994
80,"ihnen",292370,0.19272224,49.55662218
81,"geht",290919,0.19176578,49.74838796
82,"wo",288363,0.19008093,49.93846889
83,"etwas",286968,0.18916139,50.12763028
84,"oh",284455,0.18750489,50.31513517
85,"mehr",281301,0.18542586,50.50056103
86,"bei",277087,0.18264811,50.68320913
87,"also",276548,0.18229281,50.86550195
88,"bitte",261548,0.17240523,51.03790717
89,"immer",260238,0.17154171,51.20944888
90,"hab",252697,0.16657089,51.37601977
91,"warum",251177,0.16556895,51.54158872
92,"vor",247840,0.16336929,51.70495801
93,"los",242543,0.15987765,51.86483567
94,"können",240905,0.15879793,52.02363360
95,"wieder",240508,0.15853624,52.18216984
96,"sagen",236702,0.15602743,52.33819727
97,"machen",228412,0.15056289,52.48876015
98,"danke",227937,0.15024978,52.63900994
99,"sehr",226425,0.14925311,52.78826305
100,"alle",224850,0.14821492,52.93647797
101,"denn",224543,0.14801255,53.08449052
102,"mann",222707,0.14680231,53.23129283
103,"tun",219102,0.14442599,53.37571882
104,"ihm",217025,0.14305689,53.51877572
105,"zum",216201,0.14251373,53.66128945
106,"gehen",213952,0.14103126,53.80232071
107,"sehen",212948,0.14036945,53.94269015
108,"vielleicht",212216,0.13988693,54.08257709
109,"einem",210889,0.13901221,54.22158930
110,"wer",210823,0.13896871,54.36055800
111,"ihre",208915,0.13771100,54.49826901
112,"diese",208607,0.13750798,54.63577699
113,"euch",206931,0.13640321,54.77218019
114,"einer",202097,0.13321677,54.90539696
115,"komm",201117,0.13257078,55.03796774
116,"über",196855,0.12976139,55.16772912
117,"gibt",196771,0.12970601,55.29743514
118,"okay",196683,0.12964801,55.42708315
119,"wissen",192456,0.12686169,55.55394483
120,"deine",191923,0.12651035,55.68045518
121,"müssen",191257,0.12607134,55.80652652
122,"soll",191100,0.12596785,55.93249436
123,"werde",187290,0.12345640,56.05595077
124,"nie",185925,0.12255663,56.17850740
125,"wirklich",185166,0.12205632,56.30056372
126,"hey",185011,0.12195415,56.42251786
127,"kein",177553,0.11703804,56.53955590
128,"viel",176767,0.11651993,56.65607583
129,"weg",175124,0.11543691,56.77151274
130,"würde",175047,0.11538615,56.88689889
131,"tut",172752,0.11387335,57.00077225
132,"am",170913,0.11266113,57.11343338
133,"des",169182,0.11152011,57.22495349
134,"einfach",168892,0.11132895,57.33628244
135,"leben",167721,0.11055706,57.44683949
136,"hatte",162793,0.10730865,57.55414815
137,"zeit",160393,0.10572664,57.65987479
138,"weil",159743,0.10529818,57.76517297
139,"willst",159106,0.10487829,57.87005125
140,"kommen",156754,0.10332791,57.97337916
141,"dein",155913,0.10277355,58.07615271
142,"heute",154162,0.10161934,58.17777205
143,"kommt",153845,0.10141038,58.27918243
144,"wollen",152595,0.10058641,58.37976884
145,"damit",150635,0.09929444,58.47906328
146,"ganz",149683,0.09866690,58.57773018
147,"wäre",149557,0.09858385,58.67631403
148,"wollte",148643,0.09798136,58.77429540
149,"weißt",147614,0.09730308,58.87159847
150,"ok",147191,0.09702425,58.96862272
151,"sicher",145360,0.09581730,59.06444002
152,"gesagt",144870,0.09549431,59.15993433
153,"frau",143725,0.09473955,59.25467389
154,"nun",143552,0.09462552,59.34929940
155,"bis",142166,0.09371191,59.44301131
156,"wurde",141236,0.09309887,59.53611018
157,"leid",140641,0.09270667,59.62881685
158,"na",140395,0.09254451,59.72136136
159,"kannst",136795,0.09017149,59.81153285
160,"macht",134768,0.08883535,59.90036820
161,"dieser",134205,0.08846423,59.98883243
162,"zurück",133326,0.08788482,60.07671725
163,"lassen",131393,0.08661064,60.16332789
164,"hallo",128561,0.08474386,60.24807176
165,"meinen",128288,0.08456391,60.33263567
166,"gott",127498,0.08404316,60.41667883
167,"seine",126038,0.08308077,60.49975961
168,"hätte",125345,0.08262397,60.58238357
169,"zwei",122625,0.08083102,60.66321459
170,"könnte",117870,0.07769665,60.74091124
171,"genau",117667,0.07756284,60.81847408
172,"waren",117474,0.07743562,60.89590970
173,"zur",115474,0.07611728,60.97202698
174,"lass",115316,0.07601313,61.04804010
175,"klar",113688,0.07493999,61.12298010
176,"morgen",112042,0.07385500,61.19683509
177,"leute",109956,0.07247996,61.26931505
178,"vater",109048,0.07188143,61.34119649
179,"schön",106669,0.07031326,61.41150975
180,"glaube",105941,0.06983338,61.48134313
181,"mr.",105640,0.06963497,61.55097811
182,"ab",104853,0.06911620,61.62009431
183,"gerade",104130,0.06863962,61.68873394
184,"tag",103559,0.06826324,61.75699717
185,"gesehen",103106,0.06796463,61.82496180
186,"reden",101992,0.06723031,61.89219211
187,"wohl",100488,0.06623892,61.95843103
188,"liebe",99301,0.06545648,62.02388751
189,"sollte",98826,0.06514337,62.08903088
190,"sagte",98657,0.06503197,62.15406286
191,"unsere",98478,0.06491398,62.21897684
192,"jemand",98283,0.06478544,62.28376228
193,"geld",98052,0.06463317,62.34839545
194,"durch",97587,0.06432666,62.41272211
195,"ob",97001,0.06394038,62.47666250
196,"keinen",96394,0.06354027,62.54020276
197,"mutter",95349,0.06285143,62.60305419
198,"raus",95012,0.06262929,62.66568348
199,"gemacht",94261,0.06213425,62.72781773
200,"paar",93818,0.06184224,62.78965997
201,"mach",93345,0.06153045,62.85119042
202,"passiert",93021,0.06131688,62.91250729
203,"dachte",92867,0.06121536,62.97372266
204,"besser",92556,0.06101036,63.03473302
205,"musst",92429,0.06092665,63.09565967
206,"wieso",92191,0.06076976,63.15642943
207,"sir",92012,0.06065177,63.21708120
208,"dieses",91148,0.06008225,63.27716345
209,"selbst",90135,0.05941451,63.33657796
210,"gehört",89459,0.05896890,63.39554686
211,"möchte",89068,0.05871117,63.45425803
212,"ohne",88934,0.05862284,63.51288087
213,"hör",88336,0.05822865,63.57110952
214,"her",87571,0.05772439,63.62883391
215,"sag",87203,0.05748181,63.68631572
216,"meiner",86264,0.05686285,63.74317857
217,"anderen",86205,0.05682396,63.80000253
218,"helfen",85664,0.05646735,63.85646987
219,"nacht",85102,0.05609689,63.91256676
220,"finden",83987,0.05536191,63.96792868
221,"diesen",83932,0.05532566,64.02325434
222,"gute",83835,0.05526172,64.07851606
223,"wirst",83791,0.05523272,64.13374877
224,"lange",82872,0.05462694,64.18837571
225,"natürlich",82710,0.05452015,64.24289586
226,"ach",82252,0.05421825,64.29711411
227,"meinem",82233,0.05420572,64.35131983
228,"gar",82082,0.05410619,64.40542602
229,"ins",80529,0.05308250,64.45850852
230,"sei",80433,0.05301921,64.51152773
231,"dort",79951,0.05270149,64.56422923
232,"weiter",79598,0.05246881,64.61669803
233,"geben",78926,0.05202584,64.66872387
234,"seit",78517,0.05175624,64.72048011
235,"gleich",78080,0.05146818,64.77194830
236,"sagt",78008,0.05142072,64.82336902
237,"recht",77861,0.05132382,64.87469284
238,"ihren",76796,0.05062180,64.92531465
239,"richtig",76789,0.05061719,64.97593184
240,"ordnung",76635,0.05051568,65.02644751
241,"vom",76597,0.05049063,65.07693814
242,"hören",76109,0.05016895,65.12710710
243,"sieht",75968,0.05007601,65.17718311
244,"davon",75947,0.05006217,65.22724527
245,"dafür",75302,0.04963700,65.27688227
246,"geh",74468,0.04908725,65.32596952
247,"diesem",74234,0.04893300,65.37490253
248,"wegen",74062,0.04881963,65.42372216
249,"hause",73059,0.04815848,65.47188063
250,"sollten",72777,0.04797259,65.51985322
251,"mädchen",72685,0.04791195,65.56776517
252,"hin",72272,0.04763971,65.61540488
253,"sollen",71445,0.04709457,65.66249945
254,"abend",71375,0.04704843,65.70954788
255,"haus",70976,0.04678542,65.75633331
256,"denke",70824,0.04668523,65.80301853
257,"viele",70545,0.04650132,65.84951985
258,"drei",69824,0.04602605,65.89554590
259,"deinen",69621,0.04589224,65.94143815
260,"freund",69586,0.04586917,65.98730732
261,"guten",68866,0.04539457,66.03270189
262,"unser",68722,0.04529965,66.07800153
263,"warte",68407,0.04509201,66.12309354
264,"machst",67926,0.04477495,66.16786849
265,"menschen",67631,0.04458049,66.21244897
266,"essen",67594,0.04455610,66.25700507
267,"angst",67249,0.04432869,66.30133376
268,"bleiben",67238,0.04432143,66.34565519
269,"zusammen",66885,0.04408875,66.38974394
270,"welt",66821,0.04404656,66.43379050
271,"unter",66173,0.04361942,66.47740992
272,"habt",66045,0.04353504,66.52094496
273,"schnell",66011,0.04351263,66.56445759
274,"andere",65229,0.04299716,66.60745475
275,"tot",64995,0.04284291,66.65029766
276,"getan",64404,0.04245334,66.69275100
277,"darf",64161,0.04229316,66.73504416
278,"erst",64092,0.04224768,66.77729184
279,"rein",64028,0.04220549,66.81949733
280,"stimmt",63896,0.04211848,66.86161581
281,"nehmen",63773,0.04203740,66.90365321
282,"kinder",63716,0.04199983,66.94565304
283,"eines",63710,0.04199587,66.98764892
284,"glauben",63577,0.04190820,67.02955712
285,"bringen",63285,0.04171573,67.07127285
286,"ganze",62461,0.04117257,67.11244541
287,"genug",62381,0.04111983,67.15356525
288,"scheiße",61982,0.04085682,67.19442207
289,"brauchen",61791,0.04073092,67.23515300
290,"gegen",61438,0.04049823,67.27565123
291,"moment",61265,0.04038420,67.31603543
292,"junge",60843,0.04010603,67.35614145
293,"steht",60832,0.04009878,67.39624023
294,"sonst",60478,0.03986543,67.43610566
295,"musik",59500,0.03922076,67.47532642
296,"arbeit",59309,0.03909486,67.51442128
297,"seid",58799,0.03875868,67.55317995
298,"ihrer",58510,0.03856818,67.59174813
299,"fragen",58352,0.03846403,67.63021216
300,"herr",58200,0.03836383,67.66857599
301,"dabei",57923,0.03818124,67.70675724
302,"heißt",57306,0.03777453,67.74453177
303,"familie",57288,0.03776267,67.78229444
304,"warten",56911,0.03751416,67.81980860
305,"niemand",56907,0.03751152,67.85732013
306,"sofort",56605,0.03731245,67.89463258
307,"bevor",56210,0.03705208,67.93168466
308,"jahre",56075,0.03696309,67.96864776
309,"einmal",55398,0.03651683,68.00516459
310,"problem",54783,0.03611144,68.04127603
311,"sohn",54396,0.03585634,68.07713237
312,"wann",54105,0.03566452,68.11279690
313,"brauche",53799,0.03546282,68.14825971
314,"fertig",53738,0.03542261,68.18368232
315,"halt",53723,0.03541272,68.21909504
316,"allein",53720,0.03541074,68.25450578
317,"beim",53673,0.03537976,68.28988554
318,"sprechen",53232,0.03508907,68.32497461
319,"beide",53120,0.03501524,68.35998985
320,"gefunden",53083,0.03499085,68.39498070
321,"hatten",53008,0.03494141,68.42992211
322,"sache",52830,0.03482408,68.46474619
323,"hilfe",52679,0.03472454,68.49947073
324,"verdammt",52499,0.03460589,68.53407662
325,"ne",52438,0.03456568,68.56864231
326,"jeder",52254,0.03444440,68.60308670
327,"warst",52211,0.03441605,68.63750275
328,"gern",52147,0.03437386,68.67187662
329,"konnte",51818,0.03415700,68.70603361
330,"darüber",51711,0.03408646,68.74012008
331,"halten",51690,0.03407262,68.77419270
332,"siehst",51444,0.03391047,68.80810316
333,"verstehe",51294,0.03381159,68.84191475
334,"jahren",51158,0.03372194,68.87563670
335,"kam",51041,0.03364482,68.90928152
336,"kind",50922,0.03356638,68.94284789
337,"wusste",50878,0.03353737,68.97638527
338,"wahr",50700,0.03342004,69.00980531
339,"seinen",50311,0.03316362,69.04296893
340,"dazu",50144,0.03305354,69.07602247
341,"bruder",50137,0.03304893,69.10907140
342,"daran",50081,0.03301201,69.14208341
343,"ihrem",50046,0.03298894,69.17507236
344,"denken",49912,0.03290061,69.20797297
345,"könnten",49708,0.03276614,69.24073911
346,"dank",49155,0.03240162,69.27314073
347,"würden",49143,0.03239371,69.30553444
348,"lieber",49123,0.03238053,69.33791497
349,"fall",49042,0.03232713,69.37024210
350,"deiner",48756,0.03213861,69.40238071
351,"sehe",48293,0.03183341,69.43421413
352,"egal",48287,0.03182946,69.46604358
353,"kennen",48114,0.03171542,69.49775900
354,"deinem",48010,0.03164687,69.52940587
355,"vergessen",47889,0.03156711,69.56097298
356,"frage",47512,0.03131860,69.59229158
357,"mache",47510,0.03131728,69.62360886
358,"komme",47282,0.03116699,69.65477585
359,"sage",47197,0.03111096,69.68588681
360,"mag",47150,0.03107998,69.71696679
361,"sieh",47133,0.03106877,69.74803556
362,"echt",46884,0.03090464,69.77894020
363,"gib",46863,0.03089080,69.80983100
364,"eigentlich",46744,0.03081236,69.84064336
365,"jeden",46594,0.03071348,69.87135683
366,"dad",46472,0.03063306,69.90198990
367,"gab",46178,0.03043926,69.93242916
368,"uhr",46117,0.03039905,69.96282821
369,"stadt",45812,0.03019801,69.99302622
370,"männer",45451,0.02996005,70.02298626
371,"baby",45434,0.02994884,70.05293510
372,"fahren",45060,0.02970231,70.08263741
373,"namen",44998,0.02966144,70.11229885
374,"bekommen",44852,0.02956520,70.14186405
375,"kopf",44851,0.02956454,70.17142860
376,"hi",44653,0.02943403,70.20086262
377,"gehe",44502,0.02933449,70.23019711
378,"kleine",44338,0.02922639,70.25942350
379,"später",44320,0.02921452,70.28863802
380,"glück",44295,0.02919804,70.31783606
381,"letzte",44246,0.02916574,70.34700181
382,"freunde",43913,0.02894624,70.37594804
383,"n",43890,0.02893108,70.40487912
384,"all",43808,0.02887703,70.43375615
385,"darauf",43236,0.02849998,70.46225612
386,"ende",43216,0.02848679,70.49074292
387,"dr.",42899,0.02827784,70.51902076
388,"bald",42834,0.02823499,70.54725575
389,"töten",42735,0.02816973,70.57542548
390,"dinge",42560,0.02805438,70.60347986
391,"meinst",42522,0.02802933,70.63150919
392,"toll",42438,0.02797396,70.65948315
393,"eins",42157,0.02778873,70.68727188
394,"minuten",42139,0.02777687,70.71504874
395,"vielen",42047,0.02771622,70.74276497
396,"bereit",41925,0.02763580,70.77040077
397,"weit",41558,0.02739389,70.79779466
398,"ahnung",41525,0.02737213,70.82516679
399,"seiner",41478,0.02734115,70.85250794
400,"bisschen",41471,0.02733654,70.87984448
401,"tür",41457,0.02732731,70.90717179
402,"auto",41372,0.02727128,70.93444308
403,"jungs",40783,0.02688303,70.96132610
404,"eure",40647,0.02679338,70.98811949
405,"augen",40593,0.02675779,71.01487727
406,"polizei",40572,0.02674394,71.04162121
407,"stehen",40469,0.02667605,71.06829726
408,"sterben",40334,0.02658706,71.09488432
409,"hätten",40190,0.02649214,71.12137646
410,"draußen",40075,0.02641633,71.14779280
411,"kenne",39750,0.02620210,71.17399490
412,"fast",39542,0.02606500,71.20005990
413,"runter",39290,0.02589888,71.22595878
414,"vorbei",38763,0.02555150,71.25151028
415,"treffen",38758,0.02554820,71.27705848
416,"gerne",38739,0.02553568,71.30259416
417,"dran",38593,0.02543944,71.32803360
418,"wurden",38564,0.02542032,71.35345393
419,"arbeiten",38510,0.02538473,71.37883866
420,"mom",38250,0.02521334,71.40405200
421,"verrückt",38126,0.02513161,71.42918361
422,"neue",38119,0.02512699,71.45431060
423,"ging",38051,0.02508217,71.47939277
424,"hinter",37964,0.02502482,71.50441760
425,"sorgen",37844,0.02494572,71.52936332
426,"einzige",37724,0.02486662,71.55422994
427,"jemanden",37451,0.02468667,71.57891660
428,"darum",37424,0.02466887,71.60358547
429,"tochter",37375,0.02463657,71.62822204
430,"braucht",37187,0.02451264,71.65273468
431,"idee",37181,0.02450869,71.67724337
432,"schwester",37032,0.02441047,71.70165385
433,"drin",36941,0.02435049,71.72600433
434,"ruhig",36940,0.02434983,71.75035416
435,"sah",36936,0.02434719,71.77470136
436,"ganzen",36929,0.02434258,71.79904393
437,"spät",36834,0.02427996,71.82332389
438,"ziemlich",36820,0.02427073,71.84759462
439,"solltest",36770,0.02423777,71.87183239
440,"name",36668,0.02417053,71.89600292
441,"sogar",36650,0.02415867,71.92016159
442,"kurz",36629,0.02414483,71.94430642
443,"kerl",36512,0.02406770,71.96837412
444,"frauen",36457,0.02403145,71.99240557
445,"liegt",36313,0.02393653,72.01634210
446,"suchen",36294,0.02392400,72.04026610
447,"finde",36286,0.02391873,72.06418483
448,"je",36205,0.02386534,72.08805017
449,"woher",36061,0.02377042,72.11182058
450,"lang",36029,0.02374932,72.13556991
451,"job",35995,0.02372691,72.15929682
452,"keiner",35951,0.02369791,72.18299473
453,"seinem",35907,0.02366890,72.20666363
454,"hört",35796,0.02359574,72.23025936
455,"verstehen",35693,0.02352784,72.25378721
456,"spielen",35600,0.02346654,72.27725374
457,"s.",35596,0.02346390,72.30071764
458,"überhaupt",35566,0.02344413,72.32416177
459,"teufel",35421,0.02334855,72.34751032
460,"verstanden",35353,0.02330372,72.37081404
461,"verloren",35282,0.02325692,72.39407096
462,"große",35255,0.02323912,72.41731008
463,"hand",35247,0.02323385,72.44054393
464,"grund",35243,0.02323121,72.46377515
465,"jahr",35092,0.02313168,72.48690683
466,"kommst",34951,0.02303873,72.50994556
467,"mama",34883,0.02299391,72.53293947
468,"ruhe",34794,0.02293524,72.55587472
469,"gewesen",34766,0.02291679,72.57879150
470,"tod",34408,0.02268080,72.60147231
471,"stunden",34244,0.02257270,72.62404501
472,"hoffe",34207,0.02254831,72.64659332
473,"denkst",34170,0.02252392,72.66911724
474,"oben",34115,0.02248767,72.69160491
475,"gestern",34095,0.02247448,72.71407939
476,"versuchen",34093,0.02247317,72.73655256
477,"art",34062,0.02245273,72.75900529
478,"letzten",34029,0.02243098,72.78143627
479,"schatz",34026,0.02242900,72.80386527
480,"endlich",33924,0.02236176,72.82622703
481,"he",33922,0.02236045,72.84858748
482,"nimm",33866,0.02232353,72.87091101
483,"etwa",33845,0.02230969,72.89322070
484,"erzählt",33821,0.02229387,72.91551457
485,"läuft",33798,0.02227871,72.93779328
486,"schwer",33640,0.02217456,72.95996784
487,"anders",33554,0.02211787,72.98208571
488,"miss",33536,0.02210601,73.00419172
489,"musste",33428,0.02203482,73.02622653
490,"fünf",33424,0.02203218,73.04825871
491,"wasser",33387,0.02200779,73.07026650
492,"lässt",33377,0.02200120,73.09226770
493,"erste",33254,0.02192012,73.11418782
494,"versucht",33190,0.02187793,73.13606575
495,"gekommen",33073,0.02180081,73.15786656
496,"geschichte",33070,0.02179883,73.17966539
497,"wenig",33015,0.02176258,73.20142797
498,"holen",32820,0.02163404,73.22306201
499,"bedeutet",32688,0.02154703,73.24460903
500,"nett",32685,0.02154505,73.26615408
501,"wahrheit",32627,0.02150682,73.28766090
502,"woche",32543,0.02145145,73.30911235
503,"bringt",32528,0.02144156,73.33055391
504,"deshalb",32451,0.02139080,73.35194471
505,"welche",32349,0.02132357,73.37326828
506,"bestimmt",32232,0.02124645,73.39451473
507,"hoch",32147,0.02119042,73.41570514
508,"alter",32101,0.02116009,73.43686524
509,"sagst",32048,0.02112516,73.45799040
510,"schau",32038,0.02111857,73.47910896
511,"ah",31832,0.02098278,73.50009174
512,"land",31728,0.02091422,73.52100596
513,"zimmer",31727,0.02091356,73.54191952
514,"wagen",31434,0.02072043,73.56263995
515,"vier",31390,0.02069142,73.58333137
516,"gefallen",31368,0.02067692,73.60400829
517,"spaß",31361,0.02067231,73.62468060
518,"niemals",31303,0.02063407,73.64531467
519,"schuld",31228,0.02058464,73.66589931
520,"getötet",31223,0.02058134,73.68648065
521,"wollten",31158,0.02053849,73.70701914
522,"verlassen",31021,0.02044819,73.72746733
523,"zeigen",30869,0.02034799,73.74781532
524,"beste",30671,0.02021748,73.76803280
525,"ernst",30649,0.02020298,73.78823577
526,"unserer",30644,0.02019968,73.80843545
527,"denen",30608,0.02017595,73.82861140
528,"ort",30562,0.02014563,73.84875703
529,"bleibt",30520,0.02011794,73.86887497
530,"würdest",30516,0.02011531,73.88899028
531,"manchmal",30500,0.02010476,73.90909504
532,"glaubst",30407,0.02004346,73.92913849
533,"seite",30345,0.02000259,73.94914108
534,"lasst",30331,0.01999336,73.96913444
535,"zwischen",30326,0.01999006,73.98912450
536,"eben",30288,0.01996501,74.00908951
537,"während",30284,0.01996238,74.02905189
538,"spiel",30057,0.01981275,74.04886464
539,"nehme",30019,0.01978770,74.06865233
540,"ersten",29956,0.01974617,74.08839850
541,"guter",29956,0.01974617,74.10814467
542,"chance",29888,0.01970135,74.12784601
543,"freundin",29850,0.01967630,74.14752231
544,"krieg",29815,0.01965323,74.16717554
545,"gefällt",29665,0.01955435,74.18672989
546,"kleinen",29378,0.01936517,74.20609505
547,"erzählen",29301,0.01931441,74.22540946
548,"anderes",29170,0.01922806,74.24463752
549,"tage",29111,0.01918917,74.26382669
550,"entschuldigen",29089,0.01917467,74.28300136
551,"wichtig",29007,0.01912061,74.30212197
552,"gehst",28954,0.01908568,74.32120765
553,"allen",28945,0.01907975,74.34028740
554,"bett",28931,0.01907052,74.35935791
555,"mrs.",28822,0.01899867,74.37835658
556,"sachen",28679,0.01890441,74.39726099
557,"the",28674,0.01890111,74.41616210
558,"schlecht",28460,0.01876005,74.43492214
559,"schule",28409,0.01872643,74.45364857
560,"entschuldigung",28406,0.01872445,74.47237302
561,"wort",28327,0.01867238,74.49104540
562,"john",28291,0.01864865,74.50969405
563,"hättest",28253,0.01862360,74.52831764
564,"wären",28193,0.01858405,74.54690169
565,"typ",27983,0.01844562,74.56534731
566,"schlafen",27946,0.01842123,74.58376855
567,"äh",27883,0.01837970,74.60214825
568,"tu",27733,0.01828083,74.62042908
569,"euer",27634,0.01821557,74.63864465
570,"captain",27491,0.01812131,74.65676596
571,"gesicht",27489,0.01811999,74.67488595
572,"falls",27447,0.01809231,74.69297825
573,"neuen",27364,0.01803759,74.71101585
574,"bloß",27288,0.01798750,74.72900334
575,"unten",27259,0.01796838,74.74697173
576,"teil",27243,0.01795783,74.76492956
577,"beiden",27228,0.01794795,74.78287751
578,"mensch",27093,0.01785896,74.80073646
579,"kleiner",27048,0.01782930,74.81856576
580,"stellen",26821,0.01767966,74.83624542
581,"oft",26820,0.01767900,74.85392443
582,"sorge",26812,0.01767373,74.87159816
583,"gedacht",26691,0.01759397,74.88919213
584,"tust",26635,0.01755706,74.90674919
585,"trinken",26484,0.01745752,74.92420671
586,"einige",26477,0.01745291,74.94165962
587,"dies",26436,0.01742588,74.95908550
588,"ding",26389,0.01739490,74.97648040
589,"unseren",26378,0.01738765,74.99386805
590,"kriegen",26366,0.01737974,75.01124779
591,"blut",26293,0.01733162,75.02857941
592,"ehrlich",26290,0.01732964,75.04590905
593,"eltern",26221,0.01728416,75.06319321
594,"scheint",26026,0.01715562,75.08034883
595,"herz",26008,0.01714376,75.09749259
596,"jack",25967,0.01711673,75.11460932
597,"glücklich",25915,0.01708245,75.13169177
598,"alte",25827,0.01702445,75.14871622
599,"alt",25682,0.01692887,75.16564508
600,"bleib",25656,0.01691173,75.18255681
601,"wiedersehen",25645,0.01690448,75.19946129
602,"frei",25635,0.01689788,75.21635917
603,"wen",25569,0.01685438,75.23321355
604,"drauf",25564,0.01685108,75.25006464
605,"möglich",25388,0.01673507,75.26679970
606,"irgendwie",25378,0.01672848,75.28352818
607,"reicht",25343,0.01670541,75.30023359
608,"fest",25199,0.01661049,75.31684407
609,"besten",25164,0.01658741,75.33343149
610,"waffe",25140,0.01657159,75.35000308
611,"kaum",25058,0.01651754,75.36652063
612,"irgendwas",24950,0.01644635,75.38296698
613,"klingt",24910,0.01641998,75.39938696
614,"platz",24820,0.01636066,75.41574762
615,"brauchst",24773,0.01632968,75.43207730
616,"rede",24754,0.01631715,75.44839445
617,"papa",24707,0.01628617,75.46468063
618,"falsch",24701,0.01628222,75.48096284
619,"sondern",24687,0.01627299,75.49723583
620,"alten",24660,0.01625519,75.51349102
621,"nummer",24641,0.01624267,75.52973369
622,"früher",24599,0.01621498,75.54594867
623,"jungen",24498,0.01614841,75.56209708
624,"wohin",24373,0.01606601,75.57816309
625,"außer",24306,0.01602184,75.59418493
626,"früh",24189,0.01594472,75.61012966
627,"setzen",24061,0.01586035,75.62599000
628,"zuerst",24005,0.01582343,75.64181344
629,"wahrscheinlich",23968,0.01579904,75.65761248
630,"dürfen",23930,0.01577400,75.67338648
631,"jede",23900,0.01575422,75.68914070
632,"arsch",23823,0.01570346,75.70484416
633,"telefon",23581,0.01554394,75.72038811
634,"tue",23560,0.01553010,75.73591821
635,"kennst",23541,0.01551758,75.75143579
636,"willkommen",23375,0.01540816,75.76684394
637,"plan",23291,0.01535278,75.78219673
638,"großen",23269,0.01533828,75.79753501
639,"retten",23258,0.01533103,75.81286604
640,"hierher",23229,0.01531192,75.82817796
641,"wär",23099,0.01522622,75.84340418
642,"bring",23068,0.01520579,75.85860997
643,"fehler",22947,0.01512603,75.87373600
644,"wollt",22936,0.01511878,75.88885478
645,"dollar",22913,0.01510362,75.90395839
646,"zehn",22855,0.01506539,75.91902378
